accession	domain	phylum	class	order	family	genus	species	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_016839985.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Heimdallarchaeaceae	UBA460	UBA460 sp016839985	0	78.02	5.2	General	76.64	0.47	149	k__Archaea (UID2)	107	0.0	2309100	91.75795704530717	418	801525	31.8506329395608	2516512	GB_GCA_016839985.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp016839985	not type material	none	f	111	111	32931	32931	none	0	none	none	none	0	none	none	none	none	none	none	none	none	6020	6020	f	f	t	7154	7154	Contig	ASM1683998v1	na	PRJNA680430	SAMN16492225	418	7154	China: Rongcheng Nation Swan Nature Reserve	2021-02-09	GCA_016839985.1	derived from metagenome	full	YT1_048	coastal marine sediment	37.350000 N 122.580000 E	0	none	Candidatus Heimdallarchaeota archaeon	none	na	none	none	none	none	none	none	2021-02-09	0	2026747	none	YT1_048	Shenzhen Univeristy	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	0	2516512	none	none	na	2516512	0	JAEOTG000000000.1	2760	418	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	34	0
GB_GCA_038858525.1	Archaea	Asgardarchaeota	Jordiarchaeia	Jordiarchaeales	Freyrarchaeaceae	DTBI01	DTBI01 sp019057715	0	92.7	2.81	General	96.26	0.93	149	k__Archaea (UID2)	107	0.0	1772476	84.70444081887007	106	991259	47.46658813501698	2092542	GB_GCA_038858525.1	t	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__DTBI01;s__DTBI01 sp019057715	not type material	none	f	16	12	139073	202119	none	0	none	none	none	0	none	none	none	none	none	none	none	none	19701	33214	f	f	t	40501	61491	Scaffold	ASM3885852v1	na	PRJNA544494	SAMN36039505	106	40501	none	2024-04-30	GCA_038858525.1	derived from metagenome	full	JZ-1_202007_bins_29	none	none	0	0	Candidatus Jordarchaeales archaeon	none	na	2	63	12	61491	26773	14672	2024-04-30	43	3058035	1	JZ-1_202007_bins_29	The University of Texas at Austin	3058035	d__Archaea;p__;c__Candidatus Jordarchaeia;o__Candidatus Jordarchaeales;f__;g__;s__	d__Archaea;x__Promethearchaeati;x__Promethearchaeati incertae sedis;c__Candidatus Jordarchaeia;o__Candidatus Jordarchaeales;x__unclassified Candidatus Jordarchaeales;s__Candidatus Jordarchaeales archaeon	4212	2092542	11	42	na	2088330	0	JAWCFL000000000.1	2203	63	61491	1	none	none	none	none	none	none	1493	JAWCFL010000012.1	1370	1592	0	87.956	JF935161.1.1360	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured crenarchaeote	4212	18	40	0
GB_GCA_048939795.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp048940765	0	66.29	2.79	General	76.72	3.27	149	k__Archaea (UID2)	107	0.0	2622750	87.68618792509956	557	872281	29.166410316768225	2991064	GB_GCA_048940765.1	f	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp048940765	not type material	none	f	163	157	24499	24499	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5369	5741	f	f	t	6186	6405	Scaffold	ASM4893979v1	na	PRJNA1162170	SAMN43852911	557	6186	none	2025-03-25	GCA_048939795.1	derived from metagenome	full	DZ3S.375	none	none	0	0	Promethearchaeota archaeon	none	na	1	521	157	6405	4328	3312	2025-03-25	36	2053489	0	DZ3S.375	East china normal University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	360	2991064	11	34	na	2990704	0	JBHLPD000000000.1	3134	521	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	360	14	33	0
GB_GCA_024275415.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	MP5-2226	MP5-2226 sp024275415	0	92.9	4.46	General	94.39	4.98	149	k__Archaea (UID2)	107	25.0	3132204	88.8422834496925	127	1656211	46.97700632350213	3525578	GB_GCA_024275415.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP5-2226;s__MP5-2226 sp024275415	not type material	none	f	21	21	154578	154578	76601	1	2570	JAJRZD010000019.1	95895	1	114	JAJRZD010000064.1	1508	329	8.56e-88	71.419	CP006867.388300.391334	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Ignicoccaceae;Ignicoccus;Ignicoccus islandicus DSM 13165	27760	27760	f	f	t	60919	60919	Contig	ASM2427541v1	na	PRJNA771178	SAMN22253159	127	60919	Indian Ocean: Longqi hydrothermal vent field; ultraslow-spreading Southwestern Indian Ridge	2022-07-15	GCA_024275415.1	derived from metagenome	full	Dive96_bin4.146	active black smoker DFF12	37.78 S 49.64 E	0	none	archaeon	none	na	none	none	none	none	none	none	2022-07-15	0	1906665	none	Dive96_bin4.146	Second Organization of Oceanography, State Oceanic Administration	1906665	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;s__archaeon	0	3525578	none	none	na	3525578	0	JAJRZD000000000.1	3496	127	20783	1	none	none	none	none	none	none	847	JAJRZD010000095.1	610	344	1.11e-92	77.213	AB644695.1.902	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	19	47	1
GB_GCA_048886225.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp048941185	0	97.79	6.56	General	87.07	4.67	149	k__Archaea (UID2)	107	0.0	3277215	87.5928591779908	182	1108047	29.62440626706072	3741418	GB_GCA_048941185.1	f	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp048941185	not type material	none	f	37	36	131614	131614	none	0	none	none	none	0	none	none	none	none	none	none	none	none	20551	21879	f	f	t	32029	32841	Scaffold	ASM4888622v1	na	PRJNA1162170	SAMN43852800	182	32029	none	2025-03-24	GCA_048886225.1	derived from metagenome	full	DZ1M.231	none	none	0	0	Candidatus Heimdallarchaeota archaeon	none	na	1	171	36	32841	18388	9980	2025-03-24	11	2026747	1	DZ1M.231	East china normal University	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	1100	3741418	11	38	na	3740318	0	JBHLKW000000000.1	3658	171	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1100	18	37	0
GB_GCA_046497275.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	TEKIR-8	TEKIR-8 sp046497275	0	98.88	4.36	General	91.59	0.93	149	k__Archaea (UID2)	107	0.0	3343557	86.7734904044715	188	1170689	30.382245826262373	3853201	GB_GCA_046497275.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__TEKIR-8;s__TEKIR-8 sp046497275	not type material	none	f	30	30	149248	149248	none	0	none	none	none	0	none	none	none	none	none	none	none	none	20495	20495	f	f	t	37568	37568	Contig	ASM4649727v1	na	PRJNA1026782	SAMN37758220	188	37568	none	2025-01-03	GCA_046497275.1	derived from metagenome	full	BLK6-3.bin.141	none	none	0	0	Promethearchaeia archaeon	none	na	5	none	none	none	none	none	2025-01-03	0	3067280	3	BLK6-3.bin.141	XINJIANG INSTITUTE OF ECOLOGY AND GEOGRAPHY	3067280	d__Archaea;p__Promethearchaeota;c__Promethearchaeia;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;c__Promethearchaeia;x__unclassified Promethearchaeia;s__Promethearchaeia archaeon	0	3853201	11	45	na	3853201	0	JAWOFX000000000.1	3684	188	4313	1	none	none	none	none	none	none	930	JAWOFX010000004.1	933	1698	0	99.571	GU437592.1.1469	Bacteria;Cyanobacteriota;Cyanobacteriia;Chloroplast;Incertae Sedis;Incertae Sedis;uncultured bacterium	0	18	45	2
GB_GCA_048883105.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	LW40-45	LW40-45 sp048883105	0	82.65	2.85	General	79.13	1.4	149	k__Archaea (UID2)	107	0.0	1850115	88.27895369698821	104	635679	30.353394516440176	2095760	GB_GCA_048883105.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__LW40-45;s__LW40-45 sp048883105	not type material	none	f	26	24	62912	62912	none	0	none	none	none	0	none	none	none	none	none	none	none	none	20137	23547	f	f	t	26942	30671	Scaffold	ASM4888310v1	na	PRJNA1162170	SAMN43852958	104	26942	none	2025-03-24	GCA_048883105.1	derived from metagenome	full	QM1B.325	none	none	0	0	Candidatus Thorarchaeota archaeon	none	na	3	89	24	30671	18698	12845	2025-03-24	15	2053491	2	QM1B.325	East china normal University	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	1500	2095760	11	38	na	2094260	0	JBHLQY000000000.1	2050	89	19456	1	none	none	none	none	none	none	459	JBHLQY010000043.1	457	693	0	94.311	AB177230.1.1021	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	1500	18	37	0
GB_GCA_016839265.1	Archaea	Asgardarchaeota	Odinarchaeia	Odinarchaeales	Odinarchaeaceae	Odinarchaeum	Odinarchaeum sp016839265	0	97.32	0.46	General	95.95	2.34	149	k__Archaea (UID2)	107	0.0	1224017	90.63388786581632	8	489967	36.28318190872758	1350507	GB_GCA_016839265.1	t	d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeales;f__Odinarchaeaceae;g__Odinarchaeum;s__Odinarchaeum sp016839265	not type material	none	f	1	1	889102	1047345	1047345	1	3040	JAEOUO010000001.1	none	0	none	none	3039	5179	0	97.433	KX764886.1.3038	Archaea;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	168799	225084	f	f	t	889102	1047345	Scaffold	ASM1683926v1	na	PRJNA680430	SAMN16492259	8	889102	China: Shengli Oilfield	2021-02-09	GCA_016839265.1	derived from metagenome	full	J65_bin.29	oil field	37.400000 N 118.525000 E	0	none	Candidatus Odinarchaeota archaeon	none	na	none	6	1	1047345	1047345	105492	2021-02-09	2	2053490	none	J65_bin.29	Shenzhen Univeristy	2053490	d__Archaea;p__Candidatus Odinarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Odinarchaeota;x__unclassified Candidatus Odinarchaeota;s__Candidatus Odinarchaeota archaeon	110	1350507	none	none	na	1350397	0	JAEOUO000000000.1	1412	6	1047345	1	none	none	none	none	none	none	1538	JAEOUO010000001.1	1543	2667	0	97.926	MDVT01000007.652378.653923	Archaea;Asgardarchaeota;Lokiarchaeia;Odinarchaeales;Incertae Sedis;LCB-4;Candidatus Odinarchaeota archaeon LCB_4	110	19	46	0
GB_GCA_030599585.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	SOKP01	SOKP01 sp030599585	0	100.0	8.92	General	89.25	7.48	149	k__Archaea (UID2)	107	18.18	4272338	88.00755091190403	52	1582948	32.607761066867056	4854513	GB_GCA_030599585.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp030599585	not type material	none	f	7	7	411117	411117	105309	1	3055	JAUVNS010000015.1	none	0	none	none	1853	2287	0	89.207	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	93356	93356	f	f	t	273693	273693	Contig	ASM3059958v1	na	PRJNA950938	SAMN34048319	52	273693	none	2023-08-03	GCA_030599585.1	derived from metagenome	full	CSMAG_616	cold seep	none	0	none	Promethearchaeota archaeon	none	na	none	none	none	none	none	none	2023-08-03	0	2053489	none	CSMAG_616	Third Institute of Oceanography, Ministry of Natural Resources	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	0	4854513	none	none	na	4854513	0	JAUVNS000000000.1	4359	52	105309	1	none	none	none	none	none	none	1490	JAUVNS010000015.1	1460	2656	0	99.521	AY835411.1.1460	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	18	40	0
GB_GCA_004524545.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	Promethearchaeaceae	AMARA-1	AMARA-1 sp004524545	0	76.17	1.42	General	82.55	1.87	149	k__Archaea (UID2)	107	0.0	2297214	90.17533681099526	154	910267	35.73181832991364	2547497	GB_GCA_004524545.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__Promethearchaeaceae;g__AMARA-1;s__AMARA-1 sp004524545	not type material	none	f	33	33	87269	87269	none	0	none	none	none	0	none	none	none	none	none	none	none	none	16542	16542	f	f	t	24063	24063	Contig	ASM452454v1	na	PRJNA483005	SAMN10768447	154	24063	Romania: Amara	2019-03-29	GCA_004524545.1	derived from metagenome	full	AMARA_1	lake sediment	44.6085139 N 27.331375 E	0	0	Promethearchaeota archaeon	none	na	1	none	none	none	none	none	2019-03-29	0	2053489	0	AMARA_1	Babes-Bolyai University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	0	2547497	11	30	na	2547497	0	SDNX00000000.1	2496	154	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	34	0
GB_GCA_048938385.1	Archaea	Asgardarchaeota	Hermodarchaeia	Hermodarchaeales	Hermodarchaeaceae	Hermodarchaeum	Hermodarchaeum sp048938385	0	89.83	3.03	General	92.99	1.87	149	k__Archaea (UID2)	107	0.0	2205535	88.85933896630691	58	1137604	45.84613549387592	2482052	GB_GCA_048938385.1	t	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__Hermodarchaeum sp048938385	not type material	none	f	10	9	333043	333043	none	0	none	none	333043	1	110	JBHLMG010000001.1	none	none	none	none	none	none	42781	48667	f	f	t	75974	95075	Scaffold	ASM4893838v1	na	PRJNA1162170	SAMN43852836	58	75974	none	2025-03-25	GCA_048938385.1	derived from metagenome	full	DZ2M.269	none	none	0	0	Promethearchaeota archaeon	none	na	4	51	9	95075	45975	26673	2025-03-25	7	2053489	1	DZ2M.269	East china normal University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	700	2482052	11	46	na	2481352	0	JBHLMG000000000.1	2430	51	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	700	18	44	0
GB_GCA_025960485.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Heimdallarchaeaceae	18H4-34	18H4-34 sp023705985	0	90.46	7.8	General	93.46	1.4	149	k__Archaea (UID2)	107	0.0	3418188	88.2905710701298	223	1258291	32.501205598523164	3871521	GB_GCA_023705985.1	f	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__18H4-34;s__18H4-34 sp023705985	not type material	none	f	47	47	104149	104149	none	0	none	none	none	0	none	none	none	none	none	none	none	none	17361	17361	f	f	t	24935	24935	Contig	ASM2596048v1	na	PRJNA380371	SAMN19494274	223	24935	Pacific Ocean: North Pacific Ocean; South Hydrate Ridge on the Cascadia Margin	2022-11-02	GCA_025960485.1	derived from metagenome	full	DCO_2_5	marine sediment	44.3517 N 125.719 W	0	none	Candidatus Heimdallarchaeota archaeon	none	na	none	none	none	none	none	none	2022-11-02	0	2026747	none	DCO_2_5	The University of Texas at Austin	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	0	3871521	none	none	na	3871521	0	JAHLEJ000000000.1	3568	223	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	44	0
GB_GCA_964388035.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	JALGVJ01	JALGVJ01 sp964388035	0	96.73	7.26	General	89.72	1.4	149	k__Archaea (UID2)	107	0.0	4572181	83.5191097200741	263	1828591	33.431511228388295	5474413	GB_GCA_964388035.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__JALGVJ01;s__JALGVJ01 sp964388035	not type material	none	f	44	39	120520	147833	55778	1	1297	CAYLZE010000023.1	none	0	none	none	1238	1635	0	90.63	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	20797	25945	f	f	t	35431	42095	Scaffold	binchicken_co150_570	na	PRJEB82487	SAMEA117383233	263	35431	none	2025-01-15	GCA_964388035.1	derived from metagenome	full	binchicken_co150_570	none	none	0	none	uncultured archaeon	none	na	none	211	39	42095	22535	13401	2025-01-15	52	115547	none	binchicken_co150_570	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	4750	5474413	none	none	na	5469663	0	CAYLZE000000000.1	5021	211	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	4750	17	37	0
GB_GCA_038114765.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Kariarchaeaceae	Kariarchaeum	Kariarchaeum pelagium	0	81.59	2.01	General	82.24	0.93	149	k__Archaea (UID2)	107	0.0	1333408	91.34414285058602	156	437338	30.00933207075905	1459763	GB_GCA_002728275.1	f	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__Kariarchaeum;s__Kariarchaeum pelagium	not type material	none	f	24	19	54766	73464	72117	1	2562	JAYNRL010000002.1	none	0	none	none	2369	4375	0	100	BCSF01007275.2.2427	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured marine virus	9341	12164	f	f	t	19668	24111	Scaffold	139538_S35.scaffolds.fasta	na	PRJNA1024631	SAMN37860098	156	19668	none	2024-04-15	GCA_038114765.1	derived from metagenome	full	139538_S35_metabat_bins_sspec.tsv.080	none	none	0	0	Candidatus Heimdallarchaeota archaeon	none	na	1	120	19	24111	11566	4730	2024-04-15	36	2026747	0	139538_S35_metabat_bins_sspec.tsv.080	Australian Centre for Ecogenomics	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	2423	1459763	11	38	na	1457340	0	JAYNRL000000000.1	1469	120	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2423	20	38	0
GB_GCA_964598265.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp964598265	0	88.88	3.65	General	87.38	3.74	149	k__Archaea (UID2)	107	0.0	3561085	84.16286887142438	454	1288793	30.480868586489347	4231183	GB_GCA_964598265.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp964598265	not type material	none	f	88	60	65799	112130	7433	1	1324	CAZRBD010000171.1	none	0	none	none	1328	1751	0	90.587	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	9313	13305	f	f	t	15001	21144	Scaffold	SRP179991_co3_105	na	PRJEB82487	SAMEA117290162	454	15001	none	2025-01-13	GCA_964598265.1	derived from metagenome	full	SRP179991_co3_105	none	none	0	none	uncultured archaeon	none	na	none	318	60	21144	11717	6141	2025-01-13	136	115547	none	SRP179991_co3_105	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	2980	4231183	none	none	na	4228203	0	CAZRBD000000000.1	4270	318	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2980	17	39	1
GB_GCA_029856235.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	SOKP01	SOKP01 sp029856235	0	98.76	8.26	General	82.87	5.14	149	k__Archaea (UID2)	107	28.57	3313329	88.45521748532344	226	1218558	32.53157561729631	3745770	GB_GCA_029856235.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp029856235	not type material	none	f	53	53	90035	90035	28858	1	1871	JAHQWP010000122.1	none	0	none	none	1877	2322	0	89.185	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	16574	16574	f	f	t	23089	23089	Contig	ASM2985623v1	na	PRJNA417281	SAMN08011046	226	23089	Denmark: Aarhus Bay Station M5	2023-04-24	GCA_029856235.1	derived from metagenome	full	ABR11	marine sediment	56.1033 N 10.4578 E	0	none	Promethearchaeia archaeon	none	na	none	none	none	none	none	none	2023-04-24	0	3067280	none	ABR11	Uppsala University	3067280	d__Archaea;p__Promethearchaeota;c__Promethearchaeia;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;c__Promethearchaeia;x__unclassified Promethearchaeia;s__Promethearchaeia archaeon	0	3745770	none	none	na	3745770	0	JAHQWP000000000.1	3679	226	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	41	0
GB_GCA_019057955.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	SOKP01	SOKP01 sp005222975	0	94.72	2.8	General	85.51	1.87	149	k__Archaea (UID2)	107	33.33	2712845	88.0037227734078	258	971371	31.510928266866667	3082648	GB_GCA_005222975.1	f	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp005222975	not type material	none	f	39	39	134036	134036	19156	1	3774	JAHLWI010000039.1	none	0	none	none	2151	2880	0	90.981	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	11948	11948	f	f	t	19156	19156	Contig	ASM1905795v1	na	PRJNA678552	SAMN19663742	258	19156	New Zealand: Hikurangi Subduction Margin	2021-06-29	GCA_019057955.1	derived from metagenome	full	6Rcc_15	sediment collected in IODP Expedition 375 from site U1519C; depth 144.3 mbsf	38.72 S 178.61 E	0	none	Promethearchaeota archaeon	none	na	none	none	none	none	none	none	2021-06-29	0	2053489	none	6Rcc_15	The University of Queensland	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	0	3082648	none	none	na	3082648	0	JAHLWI000000000.1	3063	258	4803	1	none	none	none	none	none	none	1492	JAHLWI010000165.1	1461	2623	0	99.11	HQ588670.1.1459	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	15	39	0
